id, s[GeV^{2}], <Q>[GeV], Q_min[GeV], Q_max[GeV], <xB>, xB_min, xB_max, <z>, z_min, z_max, <pT>, pT_min, pT_max, Delta_bin[GeV^3], xSec_diff[pb/GeV^3], xSec_uncorr_error, xSec_corr_error, y_min, y_max, W2_min[GeV^2], W2_max[GeV^2],target_mass[GeV], product_mass[GeV], N_gen, N_reco, abs_stat_error, abs_sys_error, efficiency 
1,10000,1.09977,1,1.77828,0.000136729,0.0001,0.000398107,0.0736505,0.05,0.1,0.0729915,0,0.1,1.16005e-06,1.44237e+06,366447,72118.5,0.01,0.95,10,10000,0.938,0.139,14,1,0.182943,0,0.0714286
2,10000,1.43595,1,1.77828,0.000242038,0.0001,0.000398107,0.0854085,0.05,0.1,0.158629,0.1,0.2,1.16005e-06,4.12106e+06,315387,206053,0.01,0.95,10,10000,0.938,0.139,40,10,0.0578518,0,0.25
3,10000,1.30899,1,1.77828,0.000204892,0.0001,0.000398107,0.0829523,0.05,0.1,0.240029,0.2,0.3,1.16005e-06,4.32711e+06,314670,216355,0.01,0.95,10,10000,0.938,0.139,42,11,0.0551595,0,0.261905
4,10000,1.48466,1,1.77828,0.000266367,0.0001,0.000398107,0.080321,0.05,0.1,0.344315,0.3,0.4,1.16005e-06,3.81198e+06,227377,190599,0.01,0.95,10,10000,0.938,0.139,37,15,0.0472358,0,0.405405
5,10000,1.41206,1,1.77828,0.000246765,0.0001,0.000398107,0.07276,0.05,0.1,0.444928,0.4,0.5,1.16005e-06,3.39987e+06,218619,169994,0.01,0.95,10,10000,0.938,0.139,33,13,0.0507394,0,0.393939
6,10000,1.44757,1,1.77828,0.000253983,0.0001,0.000398107,0.0734041,0.05,0.1,0.552826,0.5,0.6,1.16005e-06,2.26658e+06,129412,113329,0.01,0.95,10,10000,0.938,0.139,22,14,0.0488937,0,0.636364
7,10000,1.46169,1,1.77828,0.00025477,0.0001,0.000398107,0.0754428,0.05,0.1,0.642738,0.6,0.7,1.16005e-06,1.13329e+06,82695.2,56664.5,0.01,0.95,10,10000,0.938,0.139,11,8,0.0646803,0,0.727273
8,10000,1.42761,1,1.77828,0.000233149,0.0001,0.000398107,0.077926,0.05,0.1,0.773393,0.7,0.8,1.16005e-06,1.33934e+06,101936,66967.1,0.01,0.95,10,10000,0.938,0.139,13,8,0.0646803,0,0.615385
9,10000,1.30912,1,1.77828,0.000195652,0.0001,0.000398107,0.0736779,0.05,0.1,0.859947,0.8,0.9,1.16005e-06,412106,65291.4,20605.3,0.01,0.95,10,10000,0.938,0.139,4,2,0.129361,0,0.5
10,10000,1.65338,1,1.77828,0.000309018,0.0001,0.000398107,0.0659464,0.05,0.1,0.978033,0.9,1,1.16005e-06,412106,48665.3,20605.3,0.01,0.95,10,10000,0.938,0.139,4,3,0.105622,0,0.75
11,10000,1.58973,1,1.77828,0.000302163,0.0001,0.000398107,0.075964,0.05,0.1,1.19453,1,1.5,5.80027e-06,226658,12502.3,11332.9,0.01,0.95,10,10000,0.938,0.139,11,11,0.0551595,0,1
12,10000,1.64527,1,1.77828,0.000332928,0.0001,0.000398107,0.127162,0.1,0.15,0.0883664,0,0.1,1.16005e-06,206053,-nan,10302.6,0.01,0.95,10,10000,0.938,0.139,2,3,0.105622,0,1.5
13,10000,1.36413,1,1.77828,0.000246299,0.0001,0.000398107,0.1213,0.1,0.15,0.166841,0.1,0.2,1.16005e-06,1.33934e+06,93398.5,66967.1,0.01,0.95,10,10000,0.938,0.139,13,9,0.0609811,0,0.692308
14,10000,1.46,1,1.77828,0.000252849,0.0001,0.000398107,0.120722,0.1,0.15,0.244586,0.2,0.3,1.16005e-06,1.64842e+06,91144.5,82421.1,0.01,0.95,10,10000,0.938,0.139,16,13,0.0507394,0,0.8125
15,10000,1.38187,1,1.77828,0.000232777,0.0001,0.000398107,0.124321,0.1,0.15,0.342389,0.3,0.4,1.16005e-06,2.57566e+06,151120,128783,0.01,0.95,10,10000,0.938,0.139,25,14,0.0488937,0,0.56
16,10000,1.35914,1,1.77828,0.000249905,0.0001,0.000398107,0.127633,0.1,0.15,0.458633,0.4,0.5,1.16005e-06,1.33934e+06,111960,66967.1,0.01,0.95,10,10000,0.938,0.139,13,7,0.0691461,0,0.538462
17,10000,1.46273,1,1.77828,0.000263681,0.0001,0.000398107,0.120103,0.1,0.15,0.537762,0.5,0.6,1.16005e-06,927237,-nan,46361.9,0.01,0.95,10,10000,0.938,0.139,9,11,0.0551595,0,1.22222
18,10000,1.35012,1,1.77828,0.000226748,0.0001,0.000398107,0.11899,0.1,0.15,0.640622,0.6,0.7,1.16005e-06,721185,78846.8,36059.2,0.01,0.95,10,10000,0.938,0.139,7,4,0.0914717,0,0.571429
19,10000,1.46816,1,1.77828,0.000260784,0.0001,0.000398107,0.127078,0.1,0.15,0.762812,0.7,0.8,1.16005e-06,1.03026e+06,81224.6,51513.2,0.01,0.95,10,10000,0.938,0.139,10,7,0.0691461,0,0.7
20,10000,1.35425,1,1.77828,0.000216423,0.0001,0.000398107,0.13448,0.1,0.15,0.830995,0.8,0.9,1.16005e-06,824211,79071.8,41210.6,0.01,0.95,10,10000,0.938,0.139,8,5,0.0818148,0,0.625
21,10000,1.49308,1,1.77828,0.000262613,0.0001,0.000398107,0.129666,0.1,0.15,0.948693,0.9,1,1.16005e-06,515132,64378.2,25756.6,0.01,0.95,10,10000,0.938,0.139,5,3,0.105622,0,0.6
22,10000,1.50147,1,1.77828,0.000263829,0.0001,0.000398107,0.122877,0.1,0.15,1.18646,1,1.5,5.80027e-06,267869,18679.7,13393.4,0.01,0.95,10,10000,0.938,0.139,13,9,0.0609811,0,0.692308
23,10000,1.34903,1,1.77828,0.00020622,0.0001,0.000398107,0.179458,0.15,0.2,0.144597,0.1,0.2,1.16005e-06,412106,65291.4,20605.3,0.01,0.95,10,10000,0.938,0.139,4,2,0.129361,0,0.5
24,10000,1.67943,1,1.77828,0.000334462,0.0001,0.000398107,0.182121,0.15,0.2,0.223473,0.2,0.3,1.16005e-06,515132,84290.8,25756.6,0.01,0.95,10,10000,0.938,0.139,5,2,0.129361,0,0.4
25,10000,1.47465,1,1.77828,0.000271804,0.0001,0.000398107,0.179835,0.15,0.2,0.345777,0.3,0.4,1.16005e-06,721185,66903.7,36059.2,0.01,0.95,10,10000,0.938,0.139,7,5,0.0818148,0,0.714286
